N1;N2;N3;N4;N5;E1;E2;HasWin
6;38;32;42;26;6;7;0
8;3;11;37;2;2;1;0
27;30;23;15;12;2;4;0
45;15;46;33;9;1;0;0
41;8;26;49;9;0;0;0
22;12;46;20;10;6;5;0
38;36;32;27;4;4;0;0
20;47;16;30;20;10;9;0
28;21;9;40;18;7;1;0
48;14;46;29;12;2;9;0
9;12;30;11;36;10;10;0
9;21;16;33;9;7;2;0
7;9;45;15;4;11;1;0
1;39;5;25;36;11;1;0
28;36;22;14;30;1;1;0
16;30;6;25;21;11;5;0
22;32;20;4;42;0;3;0
2;40;36;20;7;8;10;0
21;31;48;19;30;6;10;0
14;35;15;8;47;5;8;0
29;5;10;20;19;10;7;0
0;10;13;16;37;11;4;0
48;21;3;17;17;9;11;0
2;25;14;30;34;1;5;0
22;42;38;31;18;7;10;0
9;34;3;25;3;1;1;0
22;26;40;2;19;6;3;0
4;3;48;30;38;10;8;0
17;35;0;41;5;9;11;0
38;11;35;4;23;0;5;0
41;20;48;32;31;10;11;0
20;32;33;31;1;4;3;0
33;17;10;35;31;8;4;0
47;38;35;38;7;1;6;0
11;16;38;30;42;1;3;0
39;24;29;28;41;1;8;0
39;29;41;13;8;8;9;0
15;18;26;22;25;5;8;0
0;34;48;4;11;0;3;0
12;6;22;7;25;7;5;0
29;34;8;22;43;3;2;0
7;48;7;8;19;11;0;0
38;5;23;0;26;8;3;0
33;10;14;38;9;2;0;0
10;29;35;47;0;0;6;0
29;5;41;24;24;10;10;0
33;43;20;12;47;7;2;0
10;34;22;40;27;6;9;0
38;12;11;45;41;1;0;0
48;7;31;2;13;5;7;0
33;0;40;44;26;7;5;0
22;33;35;45;46;0;11;0
8;21;22;22;19;5;10;0
45;3;5;43;31;11;11;0
40;28;44;30;14;7;2;0
10;24;8;45;39;11;7;0
7;45;30;37;45;5;11;0
23;7;5;40;5;2;4;0
44;25;26;23;12;7;3;0
13;1;18;3;13;9;3;0
36;23;31;5;10;5;6;0
44;22;47;0;44;4;4;0
25;30;38;11;16;10;3;0
6;39;24;44;1;1;9;0
40;21;2;3;35;5;1;0
21;25;44;7;44;0;0;0
3;46;16;47;19;4;7;0
22;47;39;7;4;11;0;0
42;38;33;41;2;4;10;0
7;4;8;46;21;7;8;0
24;27;11;40;48;0;9;0
18;39;3;20;19;10;9;0
34;15;22;48;36;8;4;0
6;27;10;3;44;8;1;0
5;13;11;16;25;2;5;0
18;45;43;16;31;5;8;0
12;8;48;32;23;6;7;0
21;23;16;19;40;11;3;0
43;43;31;12;5;0;7;0
24;43;36;49;31;0;0;0
18;37;13;46;4;6;5;0
31;22;9;45;11;10;11;0
18;15;30;2;15;0;4;0
4;25;18;3;30;8;11;0
20;45;10;17;39;8;7;0
5;13;21;35;14;11;1;0
48;41;33;6;19;7;9;0
30;35;18;45;40;11;2;0
47;14;19;35;38;5;6;0
42;27;24;30;15;7;3;0
27;45;16;40;18;5;6;0
0;45;26;0;28;1;1;0
26;38;26;25;5;3;11;0
14;0;37;18;47;10;1;0
20;10;49;17;27;8;8;0
24;47;19;4;39;7;0;0
20;36;16;35;12;11;5;0
11;13;19;2;43;4;10;0
23;14;48;10;30;4;0;0
22;42;21;38;21;2;6;0
23;26;43;35;9;3;3;0
47;43;12;30;22;6;6;0
29;5;9;11;20;4;9;0
26;9;34;19;3;7;9;0
37;27;33;37;27;3;2;0
31;30;47;20;31;7;6;0
24;40;22;6;1;1;6;0
13;49;38;31;8;0;7;0
48;14;25;39;27;6;9;0
32;48;17;23;16;8;3;0
6;25;7;5;19;0;6;0
27;32;30;32;43;7;11;0
11;35;9;30;47;6;11;0
46;11;3;15;42;3;6;0
37;23;12;41;21;5;8;0
6;21;38;15;0;7;5;0
1;22;29;8;25;10;6;0
24;29;16;8;2;6;4;0
3;8;36;23;0;9;10;0
48;6;25;26;20;3;6;0
7;33;9;14;12;11;8;0
5;19;2;5;36;11;6;0
29;17;40;15;4;2;9;0
2;36;43;9;24;9;1;0
36;34;16;45;30;2;9;0
45;1;2;25;32;3;6;0
34;26;40;42;33;9;8;0
13;15;20;19;14;2;5;0
7;38;44;9;35;6;7;0
23;1;14;2;38;5;9;0
41;18;36;47;14;1;2;0
44;5;4;34;35;3;4;0
39;31;4;34;39;1;2;0
19;25;19;2;3;9;7;0
46;1;22;28;43;8;3;0
39;33;20;33;39;3;9;0
10;9;42;44;42;2;2;0
5;40;33;41;15;9;11;0
38;38;14;18;43;4;6;0
27;10;7;36;45;9;11;0
22;2;45;10;23;6;10;0
28;37;24;24;40;6;8;0
24;6;25;49;49;4;1;0
26;34;20;6;35;10;11;0
35;15;20;10;13;6;8;0
34;22;15;20;29;3;0;0
47;19;27;45;29;10;6;0
43;35;41;15;47;9;6;0
23;32;23;32;26;0;11;0
13;7;19;30;33;2;9;0
16;7;30;4;37;9;1;0
36;18;31;27;39;3;0;0
45;31;26;6;31;2;10;0
18;24;14;7;43;11;7;0
11;27;34;20;39;11;0;0
17;45;34;26;31;6;3;0
49;49;37;0;26;11;4;0
13;48;28;2;25;5;3;0
5;17;28;12;36;5;11;0
49;12;46;42;28;6;7;0
38;0;26;1;14;7;7;0
39;31;4;45;42;3;1;0
17;34;39;47;45;11;2;0
40;12;13;5;5;10;11;0
34;48;2;5;5;1;9;0
9;33;34;26;3;9;3;0
34;22;21;41;15;2;7;0
27;27;23;46;42;4;1;0
8;32;28;46;27;3;4;0
1;11;35;13;12;3;7;0
10;48;25;44;29;9;11;0
33;13;2;32;18;10;9;0
16;29;29;9;22;11;11;0
27;41;8;49;26;3;1;0
6;4;35;46;47;6;2;0
27;1;44;15;26;7;8;0
3;37;41;33;8;7;3;0
43;12;0;17;37;6;6;0
12;44;32;48;31;1;0;0
48;37;24;28;44;4;11;0
34;39;16;49;17;2;5;0
8;29;26;24;33;6;2;0
23;30;2;24;9;7;2;0
14;11;29;32;19;11;7;0
38;19;19;15;33;7;0;0
32;33;13;4;3;9;1;0
45;29;48;20;22;9;4;0
42;43;1;10;47;5;3;0
39;24;11;35;18;5;4;0
30;41;22;45;3;9;2;0
49;22;27;41;45;7;4;0
48;48;21;37;41;6;10;0
40;28;28;15;39;8;6;0
32;16;10;35;27;9;11;0
3;26;17;18;32;8;3;0
42;12;22;49;5;11;7;0
47;43;2;9;35;6;5;0
44;11;8;4;3;10;1;0
22;5;4;7;7;5;10;0
15;27;22;1;23;3;1;0
40;18;32;15;25;3;5;0
7;30;49;11;29;1;2;0
10;47;48;30;21;0;10;0
6;18;20;8;41;8;8;0
29;36;44;15;13;9;9;0
28;38;27;18;18;11;0;0
10;38;25;42;18;2;6;0
28;10;31;47;38;1;0;0
1;46;43;30;23;3;7;0
19;37;4;37;15;2;2;0
12;34;0;5;9;3;2;0
48;10;33;0;17;4;1;0
44;29;7;45;20;11;8;0
0;27;25;24;44;8;10;0
26;1;47;13;30;2;7;0
38;45;45;34;37;11;5;0
22;15;43;10;21;7;9;0
39;36;10;43;31;1;0;0
32;10;42;42;46;0;9;0
45;46;49;37;10;0;7;0
43;6;27;2;28;3;0;0
48;9;14;16;2;10;7;0
4;37;26;12;14;8;7;0
0;6;34;48;11;8;2;0
25;15;19;48;7;8;7;0
45;39;23;11;32;2;3;0
29;36;3;3;3;1;3;0
22;46;8;28;46;5;1;0
2;15;35;6;37;5;2;0
0;2;12;5;39;9;6;0
49;31;31;25;14;7;2;0
43;18;34;11;39;0;3;0
2;19;8;32;9;1;6;0
1;47;21;48;18;7;10;0
3;10;43;43;43;7;10;0
48;18;1;31;12;8;5;0
39;13;10;27;2;5;0;0
4;43;21;32;26;3;3;0
21;42;20;19;46;6;10;0
14;35;15;17;11;5;9;0
33;8;42;10;42;4;10;0
20;18;15;16;23;4;6;0
20;49;4;29;18;3;3;0
21;20;9;31;47;11;9;0
4;29;4;25;11;2;3;0
30;29;24;48;12;7;6;0
38;36;46;28;15;2;10;0
33;4;17;35;39;7;2;0
48;4;5;36;20;1;5;0
3;36;15;4;44;10;4;0
45;45;17;36;12;5;3;0
36;28;29;25;49;5;11;0
10;20;35;4;3;4;5;0
3;25;43;47;26;4;1;0
32;39;18;15;19;4;5;0
33;23;28;43;20;1;0;0
30;27;27;23;12;7;4;0
14;0;43;41;6;2;11;0
12;14;23;6;47;7;1;0
24;46;34;30;28;5;3;0
14;24;47;28;12;6;3;0
47;4;43;45;2;1;8;0
48;8;42;8;0;0;6;0
46;11;27;23;34;1;5;0
49;0;39;14;26;9;11;0
45;21;7;18;23;5;0;0
6;25;22;10;0;2;3;0
41;5;44;2;25;3;2;0
12;34;7;32;24;11;11;0
23;18;1;49;19;4;0;0
33;45;42;43;8;9;10;0
20;32;32;30;39;3;10;0
34;23;30;30;4;3;1;0
27;22;5;42;39;4;8;0
29;30;4;49;17;10;3;0
39;2;16;25;2;2;8;0
17;28;48;21;23;5;9;0
21;29;21;15;10;9;5;0
2;19;43;35;32;8;10;0
18;13;26;25;27;8;8;0
42;2;49;47;40;1;4;0
38;37;11;32;28;2;5;0
29;45;30;42;16;0;9;0
31;41;36;16;13;4;8;0
48;29;37;29;5;2;1;0
24;37;10;9;15;0;3;0
19;16;46;3;14;10;3;0
15;41;33;38;16;2;8;0
46;20;32;47;36;11;6;0
23;43;5;26;25;11;0;0
9;2;30;48;44;8;2;0
28;25;0;25;6;9;5;0
10;19;10;49;30;0;2;0
47;12;43;48;22;5;8;0
27;21;35;10;22;2;9;0
17;11;14;42;18;5;4;0
35;36;2;15;22;7;7;0
36;49;27;33;6;10;9;0
37;21;20;7;39;1;1;0
17;34;24;8;29;3;5;0
18;34;29;8;25;0;3;0
16;7;43;12;19;0;9;0
22;35;3;24;31;6;11;0
7;11;15;42;15;9;7;0
4;1;38;32;39;2;4;0
19;40;35;19;6;11;9;0
5;20;44;45;17;5;11;0
18;6;47;33;18;9;1;0
32;35;20;7;31;1;7;0
48;19;37;9;22;4;0;0
13;14;25;23;12;2;9;0
48;44;44;19;18;1;4;0
18;24;20;30;2;7;1;0
9;38;43;36;6;8;6;0
2;43;24;18;16;9;7;0
27;0;4;11;11;5;11;0
25;49;32;24;20;11;10;0
16;30;33;31;17;2;7;0
6;32;37;30;29;3;2;0
44;20;16;10;37;4;5;0
19;24;18;3;22;4;0;0
27;46;49;21;33;2;5;0
36;34;47;19;25;6;7;0
34;9;25;22;13;0;1;0
8;12;3;28;27;11;8;0
4;38;47;37;44;3;8;0
19;32;22;4;46;0;5;0
29;49;39;2;47;1;2;0
3;30;28;31;41;8;7;0
36;19;2;3;48;0;7;0
5;37;12;24;13;9;4;0
41;36;23;5;25;0;5;0
12;47;13;22;20;1;0;0
30;22;6;43;28;6;5;0
40;19;8;41;42;8;9;0
3;12;22;23;6;3;7;0
3;44;22;44;8;5;3;0
20;26;37;31;30;10;0;0
18;9;16;16;29;5;7;0
3;36;42;31;10;0;7;0
44;23;30;0;30;4;2;0
16;35;35;13;39;3;6;0
42;32;31;29;17;8;3;0
30;17;27;29;7;6;1;0
3;4;3;26;8;10;3;0
36;0;13;20;28;7;3;0
12;1;39;12;10;1;9;0
7;26;11;33;21;6;11;0
46;38;35;17;38;5;5;0
30;3;30;17;0;1;9;0
9;48;40;30;32;3;4;0
2;41;2;46;23;3;0;0
38;49;11;18;45;7;9;0
12;21;9;20;38;7;6;0
40;21;31;17;21;11;7;0
9;5;46;9;45;0;3;0
29;34;8;2;13;1;5;0
48;49;34;45;10;5;4;0
37;11;5;36;9;2;11;0
27;41;48;8;10;9;10;0
9;17;38;32;44;10;1;0
10;15;22;23;33;6;11;0
40;24;39;40;24;0;5;0
49;44;3;36;23;8;6;0
5;21;42;46;7;6;10;0
2;21;15;20;7;8;11;0
14;47;39;29;46;1;6;0
25;44;36;19;49;11;5;0
12;4;21;48;45;11;6;0
27;36;26;33;38;4;3;0
43;0;25;35;42;9;2;0
11;47;8;45;16;6;6;0
20;9;48;26;45;11;1;0
41;49;24;7;24;8;5;0
4;17;14;33;26;2;5;0
46;37;13;40;17;7;3;0
13;31;18;42;32;6;10;0
49;45;43;40;33;6;7;0
1;4;48;25;20;5;10;0
41;4;40;13;20;8;8;0
26;3;6;49;32;8;5;0
32;29;21;29;28;2;3;0
1;0;13;45;21;11;5;0
20;21;28;44;9;5;9;0
36;43;20;20;48;0;4;0
27;11;19;29;26;3;2;0
8;4;8;4;49;10;4;0
49;40;26;2;46;3;11;0
28;1;39;12;1;1;5;0
7;34;37;33;6;6;7;0
29;5;20;36;5;10;6;0
36;28;21;38;44;3;5;0
10;7;39;0;42;6;10;0
43;7;22;8;0;4;11;0
19;49;46;29;22;9;1;0
49;20;13;3;27;6;4;0
27;38;31;47;41;1;7;0
6;33;43;25;45;3;3;0
37;28;10;15;43;9;3;0
35;16;16;28;16;4;5;0
7;35;8;4;20;5;6;0
32;28;23;28;12;8;5;0
26;18;6;32;24;11;3;0
0;19;26;29;38;9;8;0
0;38;18;5;28;8;8;0
7;33;30;0;18;0;11;0
8;3;41;18;36;10;10;0
14;3;31;41;36;5;7;0
28;7;22;10;41;7;7;0
5;46;40;8;5;6;0;0
38;15;6;13;19;1;11;0
46;28;15;40;14;4;0;0
4;35;7;7;34;1;6;0
24;24;1;45;23;6;5;0
35;44;42;3;34;10;6;0
46;3;27;14;13;1;7;0
4;11;11;26;30;5;1;0
12;39;9;32;2;1;5;0
28;40;25;18;45;2;6;0
10;7;47;48;16;6;8;0
22;40;1;32;48;4;5;0
20;2;26;13;10;10;0;0
26;1;27;6;49;3;7;0
4;25;6;32;46;10;3;0
13;41;5;18;8;11;4;0
22;1;18;40;11;11;11;0
35;6;48;48;25;5;9;0
35;21;48;21;10;10;4;0
47;41;34;12;48;7;5;0
15;19;45;22;32;8;10;0
17;49;38;11;10;2;9;0
8;4;5;15;19;2;5;0
38;45;33;29;2;0;4;0
33;14;24;12;19;7;11;0
25;37;37;32;23;2;6;0
25;11;39;13;28;3;11;0
44;7;41;19;43;4;7;0
25;5;24;18;1;9;4;0
41;35;12;20;40;2;11;0
23;29;10;14;38;9;8;0
27;46;30;16;1;9;11;0
25;32;48;6;4;6;10;0
45;33;0;12;14;10;2;0
9;5;25;18;23;11;9;0
46;32;19;31;3;8;0;0
20;47;16;39;42;5;10;0
46;48;13;9;48;5;10;0
44;21;40;49;19;5;0;0
27;32;38;23;2;11;5;0
25;17;6;23;22;2;1;0
20;7;30;48;14;5;4;0
46;12;21;19;38;1;1;0
29;3;46;9;1;10;9;0
28;10;26;46;3;4;0;0
3;22;1;9;17;5;10;0
43;37;41;16;1;2;7;0
16;45;23;24;48;1;0;0
49;23;43;35;39;0;1;0
15;2;2;45;7;8;10;0
19;19;2;27;40;7;3;0
4;41;7;13;49;0;1;0
29;31;40;33;40;11;11;0
0;11;30;41;31;2;6;0
19;37;47;16;17;2;7;0
41;32;5;22;6;2;3;0
48;13;29;49;37;4;8;0
26;36;19;30;45;3;2;0
32;8;4;4;38;10;1;0
36;18;39;37;22;8;8;0
26;16;28;37;22;7;8;0
36;28;24;25;0;5;10;0
33;3;39;0;29;6;4;0
27;2;34;36;45;8;2;0
32;25;10;32;33;9;5;0
15;21;3;48;4;8;0;0
5;19;13;34;32;3;0;0
18;29;41;16;6;8;6;0
27;47;31;2;21;0;6;0
28;21;1;42;34;5;3;0
24;21;17;31;43;2;3;0
0;24;23;45;5;0;7;0
4;47;24;20;37;4;4;0
14;10;24;19;12;11;9;0
23;36;20;10;41;0;8;0
39;31;30;29;22;8;1;0
44;29;27;20;27;4;7;0
23;14;40;37;47;6;10;0
31;47;30;30;19;10;6;0
31;35;34;12;9;5;9;0
33;14;13;43;35;0;1;0
17;18;1;9;34;10;0;0
39;47;40;24;44;8;6;0
0;31;39;22;0;2;5;0
0;26;39;13;41;7;8;0
7;33;35;5;49;5;4;0
44;17;40;47;40;4;8;0
19;32;18;7;29;3;10;0
15;7;47;40;29;10;7;0
27;18;49;2;47;2;1;0
22;32;4;29;19;10;9;0
5;19;46;11;13;5;6;0
22;39;30;31;10;0;10;0
29;38;46;34;18;9;6;0
34;34;34;37;46;8;7;0
6;45;48;22;12;0;9;0
49;30;10;28;37;8;1;0
19;41;35;16;28;1;9;0
30;47;28;15;3;7;11;0
10;14;46;16;47;8;4;0
25;38;32;5;24;11;2;0
15;39;33;42;3;7;4;0
24;48;41;10;15;4;6;0
15;48;25;24;31;0;6;0
48;16;48;14;12;2;4;0
8;5;3;13;24;3;8;0
31;49;27;7;10;10;6;0
29;2;41;20;30;3;1;0
32;24;44;29;39;3;2;0
19;25;15;11;17;6;9;0
41;8;17;2;47;1;7;0
44;27;40;29;15;4;3;0
9;42;22;15;37;1;10;0
32;11;41;39;32;6;9;0
34;43;26;13;15;5;2;0
12;24;35;22;23;5;1;0
22;13;8;25;29;4;4;0
42;21;2;20;31;1;9;0
8;40;26;5;19;1;0;0
8;22;43;31;10;5;4;0
7;9;43;33;27;10;1;0
4;7;23;32;9;4;7;0
30;48;40;37;1;0;6;0
46;13;26;24;15;1;1;0
6;32;3;32;11;7;11;0
28;39;24;1;1;9;9;0
33;35;41;18;24;0;10;0
1;34;17;34;18;3;1;0
10;4;37;4;36;8;2;0
45;29;1;5;31;0;4;0
39;14;26;9;38;4;6;0
47;4;20;37;2;2;1;0
27;5;5;24;1;7;7;0
36;37;23;35;4;6;11;0
11;29;28;39;0;11;10;0
9;13;0;9;42;3;4;0
46;34;25;38;29;6;7;0
29;46;46;26;15;5;7;0
8;3;45;10;29;11;10;0
15;27;39;31;4;10;4;0
5;34;17;3;33;2;6;0
14;34;12;13;46;4;8;0
35;28;10;14;32;11;5;0
30;33;39;34;5;10;8;0
39;19;39;13;15;3;6;0
26;13;1;48;17;5;4;0
2;23;44;7;20;2;8;0
29;7;12;14;37;10;11;0
16;46;5;9;14;8;5;0
0;30;23;40;15;6;5;0
32;28;9;21;12;5;7;0
15;3;23;1;3;7;7;0
32;39;20;3;27;4;5;0
39;44;45;26;15;2;9;0
18;41;17;36;22;3;9;0
47;33;5;44;12;1;11;0
29;29;8;26;34;9;6;0
44;6;32;26;26;11;2;0
46;11;29;4;27;4;8;0
26;41;30;20;38;2;1;0
8;31;47;39;36;6;0;0
31;25;38;42;16;2;2;0
32;9;40;17;28;3;11;0
22;45;43;40;3;3;10;0
34;17;41;9;21;0;2;0
34;19;2;39;41;6;9;0
22;30;35;15;37;10;8;0
41;20;27;36;28;8;3;0
10;22;32;12;33;9;8;0
45;24;35;25;5;11;7;0
28;2;20;20;13;8;9;0
13;24;15;49;34;6;9;0
46;12;10;3;6;6;4;0
49;45;21;42;32;1;5;0
48;49;6;17;6;3;6;0
9;36;20;10;2;3;2;0
20;32;2;7;19;2;0;0
41;25;26;42;29;6;5;0
40;34;48;47;13;3;7;0
15;24;47;47;26;7;6;0
39;38;6;6;44;9;7;0
28;34;0;14;44;3;11;0
30;27;9;12;48;11;2;0
49;45;32;25;43;10;0;0
21;44;20;18;3;10;0;0
7;41;8;15;11;10;9;0
5;23;27;22;21;11;2;0
33;46;35;19;13;7;10;0
8;20;13;10;2;10;5;0
19;16;43;7;4;1;5;0
39;27;43;39;5;11;2;0
46;13;8;15;6;6;3;0
36;3;33;19;39;3;3;0
8;26;34;19;11;6;5;0
15;30;33;39;2;6;11;0
30;26;15;25;49;4;10;0
1;20;40;11;43;5;3;0
10;30;33;26;21;0;11;0
22;42;38;38;38;6;11;0
7;32;34;12;22;7;2;0
1;45;41;19;15;10;2;0
16;11;3;38;13;8;4;0
33;20;25;28;35;5;1;0
27;38;14;8;24;2;10;0
44;48;1;12;44;5;2;0
49;32;45;12;36;6;5;0
8;10;30;24;15;4;5;0
48;42;4;27;25;0;9;0
42;19;0;4;48;3;11;0
34;24;18;2;28;4;0;0
22;44;7;34;24;3;10;0
8;49;16;7;15;7;3;0
13;6;20;27;43;7;0;0
41;26;5;19;12;10;6;0
18;3;37;26;2;8;6;0
45;13;19;28;15;9;0;0
5;39;3;41;27;4;10;0
43;41;2;29;49;10;4;0
1;36;43;7;17;4;3;0
0;47;35;45;11;9;1;0
25;26;16;24;10;5;1;0
13;25;37;10;12;7;4;0
38;34;11;34;21;0;2;0
48;29;21;14;1;8;0;0
27;20;7;49;40;0;1;0
24;43;32;32;44;6;2;0
5;6;3;17;23;6;3;0
34;18;33;9;12;10;5;0
15;3;23;8;28;9;2;0
25;40;2;17;30;10;0;0
30;2;14;10;1;3;4;0
13;14;38;15;19;1;4;0
29;49;18;35;47;7;9;0
41;33;44;3;42;5;10;0
31;17;41;43;27;11;2;0
3;26;12;5;32;5;9;0
18;37;23;24;19;11;5;0
8;30;46;49;26;11;1;0
27;42;7;23;21;8;5;0
19;18;23;2;48;1;3;0
31;31;47;31;46;0;4;0
49;26;46;10;24;11;3;0
45;45;44;45;6;10;9;0
25;38;16;48;43;4;0;0
34;42;44;36;17;2;11;0
0;26;11;47;20;3;5;0
35;33;31;40;21;0;8;0
25;4;9;12;43;6;1;0
39;1;47;41;18;1;10;0
8;17;24;21;9;3;4;0
38;12;5;41;32;4;6;0
16;38;6;4;23;6;0;0
36;45;43;27;8;11;8;0
19;20;1;24;15;5;4;0
23;19;37;10;25;4;0;0
49;28;2;47;5;11;10;0
29;9;7;16;25;9;7;0
19;2;35;24;17;6;11;0
21;21;25;22;37;9;9;0
20;39;9;8;42;7;7;0
16;5;23;18;37;4;2;0
43;0;28;48;29;2;10;0
22;14;25;10;26;7;5;0
7;36;6;3;22;2;6;0
43;16;0;15;26;11;9;0
2;36;44;10;30;0;10;0
48;26;16;4;21;3;8;0
29;14;43;24;24;9;9;0
27;5;46;40;2;10;11;0
8;6;34;28;14;3;11;0
28;20;11;22;19;3;9;0
11;41;49;46;25;3;3;0
5;16;19;17;3;11;2;0
35;13;4;44;44;7;4;0
16;45;42;39;49;5;8;0
15;14;38;11;20;10;3;0
13;17;46;15;28;0;2;0
19;3;12;11;38;3;0;0
18;35;22;43;16;11;8;0
11;45;9;6;25;7;11;0
17;6;19;5;24;3;2;0
2;14;20;34;33;0;2;0
21;45;32;22;22;1;5;0
49;11;11;3;29;4;7;0
12;11;7;25;7;2;0;0
21;41;29;20;15;8;0;0
43;6;2;43;46;7;4;0
16;46;25;35;34;4;5;0
14;25;20;48;6;7;6;0
41;40;3;28;41;5;1;0
29;29;14;26;47;5;8;0
31;21;15;3;36;3;5;0
49;37;47;40;34;0;9;0
47;31;14;48;3;1;3;0
42;19;0;47;34;9;7;0
10;30;8;10;31;1;6;0
9;45;16;4;28;10;8;0
17;40;32;10;33;10;7;0
21;25;18;31;35;4;1;0
10;39;30;24;21;5;7;0
34;42;32;40;21;2;1;0
18;37;33;14;18;10;3;0
44;36;47;4;33;1;4;0
33;47;11;44;5;3;10;0
40;32;3;49;21;5;2;0
11;18;28;9;32;5;10;0
30;14;25;37;5;6;11;0
19;28;46;1;15;7;9;0
37;3;7;38;43;1;9;0
49;32;17;43;45;4;8;0
19;25;27;37;43;11;1;0
27;5;2;41;30;8;10;0
16;6;24;14;5;11;1;0
14;26;37;45;41;2;6;0
12;35;29;27;0;5;11;0
43;23;27;23;29;4;9;0
25;44;12;24;27;11;7;0
45;23;22;2;35;0;10;0
34;30;2;25;39;11;9;0
49;16;6;36;13;6;2;0
36;1;14;18;19;4;7;0
35;4;47;46;16;8;8;0
23;6;17;16;48;9;2;0
47;19;22;16;42;1;11;0
24;33;24;20;43;2;7;0
11;27;10;11;5;11;7;0
23;8;7;5;44;3;2;0
16;45;25;47;47;0;3;0
2;28;1;19;22;10;9;0
29;43;15;21;23;9;10;0
32;20;47;23;16;1;2;0
7;41;38;19;41;1;6;0
32;29;12;7;42;2;3;0
12;45;43;19;40;5;10;0
40;5;2;32;37;9;10;0
5;36;0;5;37;3;9;0
7;13;10;39;49;11;10;0
2;9;46;29;28;5;5;0
6;45;13;21;23;1;6;0
19;15;29;24;17;0;11;0
43;17;46;38;24;0;4;0
24;3;34;28;1;11;1;0
17;34;18;9;23;3;5;0
32;46;7;26;28;3;3;0
13;4;37;1;15;9;1;0
1;9;17;24;41;11;9;0
32;6;47;11;6;7;3;0
37;40;37;42;32;11;3;0
43;10;37;14;19;5;11;0
18;1;37;7;2;10;2;0
23;10;30;0;3;5;3;0
45;47;24;25;45;9;8;0
15;3;24;10;24;11;11;0
8;32;28;29;4;7;10;0
24;7;3;21;49;0;8;0
43;20;21;31;46;9;6;0
18;13;49;28;34;5;0;0
25;46;48;1;12;6;7;0
38;11;11;9;35;2;5;0
10;29;19;30;1;0;0;0
27;16;22;12;45;2;11;0
39;44;7;34;43;0;10;0
23;36;47;28;27;5;6;0
38;6;9;21;40;4;10;0
0;44;38;15;44;11;8;0
38;39;3;17;26;1;3;0
26;29;12;1;3;6;11;0
5;35;42;16;29;0;7;0
16;10;28;48;39;8;7;0
26;38;2;40;30;2;7;0
33;20;40;12;28;1;7;0
20;43;48;12;41;7;8;0
45;42;19;11;19;8;9;0
41;40;19;23;10;8;2;0
14;47;27;12;9;0;8;0
33;9;29;26;26;10;5;0
43;37;25;27;17;4;10;0
30;0;29;26;31;4;3;0
15;19;32;42;14;0;6;0
6;5;8;13;23;0;7;0
5;49;8;16;39;0;5;0
4;2;8;19;2;10;0;0
25;6;33;5;40;6;7;0
19;29;49;42;15;11;2;0
33;36;1;17;46;3;11;0
40;10;33;27;1;6;10;0
26;34;16;42;13;10;6;0
7;15;11;4;27;4;3;0
29;21;2;23;37;6;6;0
41;24;29;14;33;7;8;0
49;5;9;27;11;6;10;0
47;43;14;15;5;6;5;0
17;24;30;32;7;6;1;0
1;40;22;34;20;2;7;0
10;11;8;20;9;5;7;0
41;46;9;1;26;0;5;0
39;11;30;20;8;11;8;0
27;25;47;16;24;7;7;0
24;19;19;8;26;5;0;0
34;25;47;42;37;10;3;0
32;39;18;10;14;3;10;0
31;23;24;22;22;8;9;0
10;10;26;0;10;11;0;0
3;36;6;31;29;7;7;0
3;34;31;12;13;5;11;0
17;48;22;38;1;8;8;0
34;29;12;13;41;3;0;0
20;27;44;13;23;10;10;0
37;18;45;35;6;1;11;0
7;1;5;25;39;2;0;0
31;1;13;24;29;4;11;0
33;6;20;3;20;10;4;0
13;34;22;8;15;0;10;0
12;31;23;35;16;9;2;0
38;45;10;23;24;5;8;0
8;1;9;32;12;1;4;0
31;17;31;26;34;0;4;0
29;11;9;5;44;9;2;0
21;17;1;5;35;3;9;0
0;24;27;2;22;9;8;0
9;25;3;16;13;6;8;0
47;14;2;34;49;8;10;0
29;44;41;1;8;2;2;0
32;33;29;12;7;9;10;0
43;38;28;3;22;5;0;0
14;7;5;2;47;5;5;0
7;28;19;30;6;5;8;0
49;41;49;2;23;8;2;0
44;13;5;2;9;4;9;0
31;31;1;33;33;1;8;0
9;6;18;4;30;5;8;0
1;40;30;30;5;2;5;0
0;24;47;49;22;3;6;0
45;2;10;36;8;9;4;0
33;21;16;43;32;5;3;0
25;35;44;33;24;10;6;0
8;5;27;44;27;10;7;0
21;22;47;23;45;8;4;0
37;36;29;32;46;0;1;0
21;25;47;42;18;7;10;0
20;29;3;14;3;6;9;0
21;8;33;20;0;7;4;0
30;46;9;47;45;1;9;0
42;29;38;40;8;0;2;0
0;29;14;46;42;4;9;0
22;7;44;34;49;10;1;0
20;9;11;3;7;5;0;0
49;1;11;20;48;4;11;0
3;45;15;36;5;5;3;0
6;23;28;42;6;0;6;0
22;37;33;16;8;3;11;0
37;27;48;5;44;0;2;0
8;12;49;6;42;5;9;0
24;39;4;29;41;11;3;0
33;22;22;32;31;6;5;0
12;31;30;41;9;0;4;0
14;23;39;31;42;6;5;0
9;32;29;23;10;6;7;0
0;27;6;43;11;5;3;0
37;18;34;37;11;0;7;0
4;35;44;41;7;10;8;0
47;30;40;15;0;9;7;0
46;33;14;23;40;3;1;0
13;10;33;25;27;11;4;0
